year,mileage,tax,mpg,engineSize,price
2009,93400,200,42.2,1.6,2995
2009,67416,200,42.2,1.6,3299
2009,44482,330,30.1,2.5,21500
2009,100000,20,67.3,1.6,2250
2009,53000,200,43.4,1.4,5290
2009,45962,145,49.6,1.2,3695
2009,104000,205,47.9,2,2695
2009,44661,200,42.2,1.6,2990
2009,92000,30,55.4,1.2,2350
2009,91770,235,44.1,2,4995
2009,54094,235,44.1,2,6295
2009,63400,145,49.6,1.4,3995
2009,87500,235,39.8,1.8,2995
2009,75000,200,42.2,1.6,3495
2009,139600,145,48.7,1.6,1695
2009,101702,20,68.9,1.6,2999
2009,73000,30,55.4,1.2,2995
2009,21098,160,47.9,1.2,5113
2009,93000,200,42.8,1.6,3995
2009,50000,145,47.9,1.6,4995
2009,24000,30,55.4,1.2,3695
2009,79000,200,48.7,1.8,3790
2009,39911,265,37.7,1.6,4299
2009,70103,145,47.1,1.2,2799
2009,40954,10,65.7,1.5,5750
2009,63241,200,41.5,1.6,5000
2009,59000,555,30.4,3,9990
2009,68000,325,34,3,13190
2009,98561,150,54.7,2,1995
2009,99200,155,52.3,2,4995
2009,135800,150,55.4,2,3500
2009,102415,0,70.6,1.8,6500
2009,112000,145,55.4,2,5995
2009,65000,580,21.9,4,16950
2009,65000,580,21.9,4,16950
2009,77000,145,53.3,2,6695
2009,77000,300,36.2,2,5995
2009,77000,205,42.8,2,5295
2009,120000,305,34,3,5999
2009,71000,330,34.4,3,10890
2009,91000,125,57.6,2,4740
2009,89000,165,47.9,2,3490
2009,95000,260,42.2,2,7495
2009,103000,160,46.3,2,3995
2009,125000,240,39.8,3,4890
2009,79744,30,56.5,1,1995
2009,88639,235,42.1,2,7980
2009,87000,160,50.4,2,5995
2009,114000,235,44.1,2.1,6999
2009,82000,235,39.2,2,5995
2009,92000,200,40.9,1.6,4495
2009,122144,300,34,3,6495
2009,84300,200,43.5,1.6,3250
2009,97000,125,58.9,2,4500
2009,123300,200,44.1,2,3695
2009,103735,205,44.1,1.6,3500
2009,125000,125,60.1,2,4150
2009,78000,125,58.9,2,6950
2009,76000,325,30.1,3,9490
2009,63179,300,33.2,2.5,7999
2009,79903,30,62.8,2,4490
2009,47125,125,58.9,2,5995
2009,99844,305,27.7,3,4950
2009,138026,205,42.8,2,4495
2009,110931,160,51.4,2,5695
2009,112000,305,36.2,1.8,1950
2009,120000,30,62.8,2,2995
2009,80000,160,45.6,2,4975
2009,64000,145,52.3,2,3994
2009,70000,165,47.9,2,4675
2009,70000,195,45.6,2,7675
2009,101000,200,43.5,1.6,2495
2009,66427,125,55.4,1.2,3495
2009,152034,150,55.4,1.9,2490
2009,70000,165,47.9,2,4195
2009,91379,150,48.7,1.3,2991
2009,79000,150,47.9,1.2,3295
2009,39400,30,55.4,1.3,3495
2009,45115,145,48.7,1.2,2895
2009,72000,165,46.3,1.2,2940
2009,95000,290,37.6,3,8995
2009,75852,165,46.3,1.4,2995
2009,54000,260,36.7,1.6,7495
2009,42000,235,38.7,1.6,6995
2009,63899,200,40.9,1.6,5295
2009,61000,30,55.4,1.3,3995
2009,86000,555,30.4,3,8995
2009,93000,325,30.7,3.2,7995
2009,133000,330,34.9,3,4700
2009,51000,165,46.3,1.2,3195
2009,84879,165,46.3,1.4,2991
2009,83967,300,36.2,2,5995
2009,60000,265,42.2,2.1,6995
2009,68470,150,48.7,1.4,5295
2009,62000,235,42.1,2,9495
2009,79980,325,34,3,8990
2009,81300,30,55.4,1.3,3750
2009,108000,160,42.8,2,5495
2009,73848,235,39.8,1.8,6695
2009,67953,165,46.3,1.4,2400
2009,97000,145,48.7,1.2,2695
2009,44000,145,53.3,2,9350
2009,61151,30,55.4,1.3,3495
2009,102645,145,42.2,1.2,2295
2009,107038,125,53.3,1.9,2495
2009,131711,300,27.7,3,3995
2009,241565,185,47.9,1.9,2750
2009,136000,265,41.5,2,2175
2009,72464,150,47.9,1.2,1490
2009,31000,30,62.8,1.2,3690
2009,116000,200,47.1,2,2495
2009,86558,160,45.6,1.4,2495
2009,120000,145,53.3,2,3750
2009,97000,190,40.9,1.4,2495
2009,64000,240,40.9,1.5,4695
2009,112000,200,46.3,2.1,5295
2009,90843,145,48.7,1.2,2950
2009,127000,165,47.9,1.4,1240
2009,136000,540,31,3,8995
2009,90356,200,40.9,1.6,3495
2009,66500,300,33.2,2,12950
2009,124000,145,53.3,2,4240
2009,72000,30,62.8,1.2,2990
2009,42000,30,55.4,1.3,3750
2009,81639,30,55.4,1.3,3495
2009,81919,150,48.7,1.2,2100
2009,118000,205,46.3,1.9,1995
2009,65024,150,48.7,1.2,1990
2009,62000,145,49.6,1.2,3695
2009,117000,235,44.1,2,4995
2009,69000,265,36.2,1.6,5990
2009,42751,20,61.4,1,4999
2009,110000,300,39.8,2,2750
2009,92716,160,46.3,1.4,2750
2009,44000,190,43.5,1.6,3990
2009,122000,325,36.7,3,7724
2009,43000,30,55.4,1.2,3250
2009,120000,205,45.6,2.1,4343
2009,79800,260,37.2,2,5999
2009,6000,20,61.4,1,5995
2009,77000,20,62.8,1,3295
2009,70000,200,42,1.4,1590
2009,112000,265,37.2,2,5995
2009,80000,260,37.2,2,6275
2009,128046,240,44.1,2,4352
2009,68000,200,42.2,1.6,2990
2009,65700,125,52.3,1.2,3195
2009,50000,205,42.2,1.6,1950
2009,105000,205,47.1,2,1950
2009,6000,30,55.4,1.2,4990
2009,66926,205,43.5,1.6,2350
2009,45000,20,67.3,1.6,5450
2009,54000,150,49.6,1.2,3699
2009,111000,555,28.5,3,8995
2009,53583,20,67.3,1.4,3990
2009,79000,200,44.8,2.2,4150
2009,85000,30,55.4,1.2,1954
2009,85000,200,42.2,1.6,2499
2009,106000,200,48.7,2,2699
2009,44000,20,62.8,1,3470
2009,88000,300,34.9,2,3395
2009,39000,200,43.4,1.4,4995
2009,28230,20,62.8,1,4050
2009,73000,150,49.6,1.2,3000
2009,35937,260,37.2,2,7990
2009,29000,0,76.3,1.6,3995
2009,119337,145,53.3,1.7,1695
2009,75914,555,29.4,2,6495
2009,104000,300,36.2,1.8,2150
2009,71672,20,67.3,1.6,3789
2010,56155,160,52.3,2,6389
2010,61000,145,55.4,2,6990
2010,96000,125,53.3,1.2,1995
2010,114000,300,34.9,2,4490
2010,71000,125,53.3,1.2,2995
2010,84989,125,53.3,1.2,2795
2010,97000,20,68.9,1.6,4295
2010,140000,145,53.3,2,3493
2010,58158,235,38.7,1.6,4990
2010,43000,145,48.7,1.2,2699
2010,87000,125,53.3,1.2,2999
2010,105640,125,51.4,1.2,2750
2010,88000,200,40.9,1.6,3650
2010,33563,30,55.4,1.2,3995
2010,95000,200,41.5,1.6,4290
2010,89027,30,55.4,1.2,2799
2010,88000,125,51.4,1.2,3995
2010,55000,145,47.9,1.4,3995
2010,109000,0,76.3,1.6,2690
2010,51000,240,39.8,1.6,4995
2010,102000,20,67.3,1.6,3695
2010,108000,200,48.7,1.8,2890
2010,61087,125,53.3,1.2,2999
2010,68700,20,67.3,1.4,3200
2010,109000,160,49.6,2,5695
2010,113000,165,50.4,2,3692
2010,65000,145,53.3,2,6475
2010,91000,20,68.9,1.6,4750
2010,95000,200,42.2,1.6,2725
2010,49879,265,36.7,2,6990
2010,105000,200,42.2,1.6,2645
2010,77000,165,44.8,1.4,4237
2010,59270,240,39.8,1.6,4999
2010,145268,30,55.4,1.4,1250
2010,78000,235,39.2,1.8,4790
2010,300000,125,57.6,1.9,1190
2010,107304,125,57.6,2,4490
2010,54000,325,30.4,2.5,7490
2010,96618,265,41.5,2,8685
2010,38000,30,55.4,1.2,2999
2010,80000,150,53.3,2,7375
2010,95400,125,51.4,1.2,3350
2010,99000,160,52.3,1.8,2500
2010,82397,300,37.6,3,11099
2010,113000,160,50.4,2,3692
2010,38000,125,53.3,1.4,9990
2010,130000,145,53.3,2,2694
2010,48444,125,53.3,1.2,3995
2010,68493,125,51.4,1.4,6995
2010,37989,145,47.9,1.4,4999
2010,76648,145,49.6,1.4,3689
2010,72000,200,42.2,1.6,1995
2010,46000,135,55.4,2,6240
2010,75000,160,49.6,2,6999
2010,104000,0,76.3,1.2,2795
2010,113000,135,53.3,2,9395
2010,40214,125,51.4,1.4,4495
2010,48412,125,53.3,1.2,2790
2010,34000,145,48.7,1.4,6295
2010,40000,300,34,1.8,5880
2010,79000,125,53.3,1.2,3294
2010,18000,555,29.1,3.5,16990
2010,71000,240,40.9,1.5,3890
2010,77143,125,53.3,1.2,3491
2010,102500,325,30.7,2,5000
2010,79000,300,35.3,1.8,6980
2010,35875,165,46.3,1.4,5000
2010,69000,260,36.2,2,8995
2010,42300,125,53.3,1.2,3000
2010,91000,125,53.3,1.2,2995
2010,68000,125,51.4,1.4,3195
2010,59147,300,36.2,1.8,7495
2010,120000,165,49.6,2,7495
2010,109000,125,51.4,1.2,3290
2010,71000,145,47.9,1.4,4295
2010,34000,145,47.9,1.4,6490
2010,73000,125,51.4,1.2,3990
2010,60000,125,51.4,1.4,3490
2010,90000,145,50.4,2,6500
2010,79000,125,51.4,1.2,4250
2010,87023,30,62.8,1.6,2499
2010,104000,30,67.3,1.2,900
2010,55474,145,47.9,1.4,5299
2010,25490,150,60.1,1.5,15999
2010,89000,150,48.7,2,6890
2010,59870,125,53.3,1.2,3895
2010,55000,195,42.8,1.4,5995
2010,49370,145,47.9,1.4,5895
2010,65440,125,51.4,1.4,3795
2010,62000,160,46.3,1.4,3495
2010,133547,125,57.6,2,3499
2010,50000,145,48.7,1.4,6475
2010,90000,235,39.8,2,5750
2010,52000,125,53.3,1.2,4295
2010,73521,125,53.3,1.2,2999
2010,77225,125,51.4,1.2,4299
2010,65000,125,51.4,1.4,3250
2010,59361,235,37.2,2,7428
2010,77000,30,62.8,1.4,2395
2010,52116,160,46.3,1.4,3290
2010,109575,30,61.4,1.9,2495
2010,21878,240,39.8,1.6,5999
2010,60466,160,51.4,2,3699
2010,55000,160,44.8,1.6,4495
2010,101000,20,72.4,1.2,3495
2010,49264,235,44.1,1.7,5295
2010,60000,145,47.9,1.4,4995
2010,70219,150,47.9,1.4,4690
2010,95000,200,43.5,2,5990
2010,36544,240,39.8,1.6,5499
2010,49000,145,53.3,2,6869
2010,107000,235,39.2,1.8,1975
2010,116882,150,54.3,2,5970
2010,60750,260,36.7,1.8,3295
2010,67230,200,42.2,1.6,3995
2010,83844,30,62.8,2,4990
2010,100000,200,42.2,1.6,1990
2010,92000,200,49.6,2,6995
2010,41557,200,42.8,1.6,4799
2010,54026,145,47.9,1.4,4244
2010,81124,200,47.9,2,3000
2010,156800,125,58.9,2,3800
2010,96000,30,62.8,2,3690
2010,88642,200,48.7,1.8,2495
2010,64000,145,54.3,2,6695
2010,68090,305,33.2,2.5,9440
2010,93900,30,62.8,1.6,2495
2010,90000,145,49.6,1.4,3995
2010,96000,30,62.8,1.4,2495
2010,100000,30,62.8,1.6,3495
2010,67000,125,51.4,1.4,3690
2010,124011,325,30.7,2,4990
2010,101104,165,44.8,2,2995
2010,85724,200,46.3,3,7990
2010,56095,160,44.8,1.6,4695
2010,74000,230,44.1,1.7,4495
2010,75000,145,55.4,2,7475
2010,92642,260,40.9,3,8995
2010,70000,145,54.3,2,7975
2010,19000,30,55.4,1.2,3995
2010,83000,145,48.7,1.4,4295
2010,94938,240,43.5,3,9249
2010,88000,205,42.2,1.6,2995
2010,75000,165,52.3,2,7450
2010,147874,155,44.8,1.6,1995
2010,57440,125,50.4,1.2,3695
2010,55000,305,40.4,1.9,4875
2010,80000,30,55.4,1.2,3195
2010,60000,235,44.1,2,7275
2010,73929,30,57.7,1.6,3195
2010,76249,205,50.4,1.8,4699
2010,71363,200,47.1,2,6490
2010,98000,260,35.8,2,3495
2010,45000,195,49.6,3,8399
2010,111700,160,46.3,1.4,2250
2010,93261,125,60.1,2,6295
2010,113000,220,44.1,2,4450
2010,57549,300,39.8,2,8999
2010,72000,260,36.2,1.8,3490
2010,74321,160,44.8,1.6,3250
2010,105000,235,43.5,3,9250
2010,79000,570,22.8,4,17750
2010,81000,570,22.8,4,17650
2010,60000,145,53.3,2,7990
2010,66802,160,44.8,1.6,3795
2010,128000,260,36.2,1.8,2495
2010,77000,300,37.7,3,12990
2010,55000,235,44.1,3,9990
2010,67000,125,60.1,2,8300
2010,62212,200,42.2,1.6,3599
2010,81000,145,53.3,2,6490
2010,77523,30,62.8,2,5490
2010,90000,30,67.3,1.2,2995
2010,100900,205,42.2,1.6,2799
2010,59823,125,53.3,1.2,3995
2010,60000,125,60.1,2,6275
2010,78000,200,44.8,2,6488
2010,90000,200,45.6,2,6495
2010,54869,150,48.7,1.6,4795
2010,80000,165,44.8,2,5290
2010,94000,125,50.4,1.2,2998
2010,90000,240,43.5,2,5995
2010,119000,160,44.8,2,4995
2010,59777,265,35.8,3,9000
2010,90000,30,62.8,1.6,3485
2010,70000,205,42.8,1.4,4985
2010,59000,200,43.4,1.4,5495
2010,69000,125,57.6,2,5990
2010,42000,160,49.6,2,8450
2010,73000,145,48.7,1.4,2876
2010,129000,205,46.3,3,6500
2010,90804,150,53.3,2,6970
2010,79000,30,62.8,1.6,4690
2010,83000,200,43.5,1.4,1795
2010,70000,20,67.3,1.4,2950
2010,61575,30,55.4,1.2,3690
2010,41500,200,41.5,2,7995
2010,87263,200,42.2,1.6,2999
2010,95002,20,67.3,1.6,3500
2010,74000,20,67.3,1.6,3695
2010,101145,160,44.1,1.2,4399
2010,17733,150,47.9,1.6,5490
2010,43000,30,62.8,1.6,4299
2010,250650,125,57.6,1.9,1485
2010,71000,200,42.8,1.6,4977
2010,51000,200,45.6,2,8995
2010,62000,200,43.5,1.6,3490
2010,45486,205,47.9,1.6,7495
2010,55000,555,27.2,4.4,11999
2010,118000,260,35.8,3,5999
2010,26588,260,37.7,1.6,4750
2010,76000,235,38.7,2,9495
2010,82210,150,44.8,1.6,4250
2010,54800,300,33.2,2,11995
2010,106000,30,64.2,2,5495
2010,79960,160,49.6,2,6995
2010,93800,30,62.8,2,4995
2010,89520,200,42.2,1.6,3795
2010,87300,165,49.6,2,6495
2010,114000,200,42.2,1.6,2995
2010,90000,125,50.4,1.2,2799
2010,64800,200,40.9,1.6,5495
2010,84900,200,39.8,1.8,6995
2010,91450,145,53.3,2,7995
2010,106000,150,56.5,2,5995
2010,117454,30,62.8,2,2450
2010,140000,235,37.7,1.8,2195
2010,100000,30,62.8,1.6,2495
2010,48000,30,55.4,1.2,2995
2010,64572,265,37.7,1,5295
2010,77295,235,43.5,2,9299
2010,91811,30,55.4,1.2,2991
2010,164500,140,53.3,2,6980
2010,94000,200,40.9,1.6,4990
2010,113000,200,49.6,2,5995
2010,28000,30,62.8,1.6,6495
2010,78484,205,46.3,2,5295
2010,93890,30,62.8,2,3350
2010,88802,240,39.2,1.8,2695
2010,77550,160,46.3,1.4,2699
2010,99000,145,49.6,1.2,2995
2010,120000,205,48.4,2,1799
2010,98000,200,45.6,2.1,7995
2010,66000,200,46.3,2.1,7990
2010,16681,20,61.4,1,5699
2010,82752,205,42.8,1.6,5495
2010,44662,300,35.8,1.6,5975
2010,88493,125,58.9,1.6,4499
2010,92000,555,32.5,3,9000
2010,164000,145,58.9,2,3295
2010,155876,540,32.5,3,7449
2010,168000,125,60.1,2,1495
2010,75374,160,50.4,2,5995
2010,64000,185,47.1,2.1,8290
2010,90000,205,47.9,2.1,5975
2010,85000,305,35.8,1.6,4695
2010,104690,125,58.9,2,3495
2010,122437,125,57.6,2,2750
2010,57000,125,60.1,1.4,4495
2010,51238,300,37.2,3,9995
2010,68000,30,62.8,1.6,5995
2010,92573,145,52.3,2,3495
2010,42300,20,62.8,1,3500
2010,109000,265,42.8,3,5993
2010,46000,555,31,3,12995
2010,73390,30,55.4,1,3695
2010,101000,125,57.6,2,7999
2010,80000,200,45.6,2.1,6999
2010,94873,220,44.1,3,8949
2010,106032,205,39.8,1.8,4495
2010,32450,540,29.1,3.5,18000
2010,259000,540,30.7,3,6949
2010,70000,20,62.8,1,2795
2010,99000,125,57.6,2,4995
2010,91500,200,48.7,2.2,6250
2010,44500,155,52.3,2,5350
2010,27000,30,56.5,1,4990
2010,68000,145,56.5,2.1,5999
2010,69000,20,62.8,1,2990
2010,59200,260,37.2,1.8,2750
2010,66000,265,37.2,1.8,2950
2010,38000,570,19.5,6.2,26990
2010,93000,30,58.9,1.6,4990
2010,56610,125,58.9,1.6,3750
2010,66000,145,50.4,2,3995
2010,83825,30,62.8,1.6,4500
2010,79000,555,29.1,3.5,11975
2010,80000,125,57.6,2,6675
2010,54000,20,61.4,1,3195
2010,48000,0,72.4,1.8,7400
2010,68296,0,70.6,1.8,8993
2010,67000,0,70.6,1.8,6995
2010,85000,0,70.6,1.8,10995
2010,80269,30,55.4,1.3,2495
2010,128000,555,32.5,3,8990
2010,116126,145,54.3,2,1350
2010,56098,555,29.1,3.5,15995
2010,67662,0,70.6,1.8,8700
2010,96000,30,65.7,1.6,3795
2010,121000,300,39.8,3,5995
2010,64723,200,45.6,3,8850
2010,138000,165,52.3,2,1925
2010,79000,30,55.4,1.3,2978
2010,60000,205,45.6,2.1,7490
2010,106800,555,31,3,9995
2010,138000,30,62.8,1.6,2775
2010,71000,150,43.5,1.4,3980
2010,79031,200,42.2,1.8,5495
2010,70150,235,44.1,2.1,7995
2010,118000,145,48.7,2.1,6350
2010,80000,260,42.2,2.2,5495
2010,69173,205,45.6,2.1,6794
2010,49600,265,37.2,1.8,4999
2010,111913,145,52.3,2,4995
2010,97717,200,43.5,1.6,4990
2011,83187,165,49.6,2,6995
2011,64000,200,40.9,1.6,5490
2011,115000,30,54.3,1.3,2395
2011,41900,150,52.3,2,7995
2011,103000,165,50.4,2,6895
2011,63000,20,67.3,1.6,5450
2011,94000,125,60.1,2,3000
2011,116000,200,47.1,3,8950
2011,50234,20,68.9,1.4,5176
2011,35577,235,38.7,2,10599
2011,74000,20,68.9,1.6,6500
2011,80000,145,53.3,2,10250
2011,80183,145,55.4,2,6000
2011,99982,205,47.1,2,3888
2011,63119,145,53.3,3,11440
2011,107000,125,53.3,1.4,6295
2011,66229,200,42.1,2,11795
2011,65000,125,53.3,1.4,6995
2011,29475,200,42.8,1.4,5799
2011,90000,30,61.4,2,5995
2011,54901,145,47.9,1.6,5499
2011,85896,165,50.4,3,11995
2011,35006,200,42.8,1.6,3999
2011,65349,30,61.4,2,8850
2011,30000,145,47.9,1.6,6295
2011,64675,145,55.4,3,12999
2011,30475,30,57.7,1.2,2650
2011,68686,260,38.2,3,13554
2011,83000,235,38.2,1.8,7995
2011,190000,20,68.9,2,3493
2011,53521,260,41.5,3,12990
2011,48718,200,40.9,1.6,6499
2011,68625,200,45.6,3,8899
2011,76648,145,47.9,1.6,5495
2011,59468,235,42.8,3,12484
2011,48370,160,44.1,1.6,5999
2011,38264,30,64.2,2,7450
2011,55000,200,39.8,1.8,9495
2011,40000,0,70.6,1.8,7995
2011,81236,160,49.6,2,4473
2011,66000,150,47.9,1.6,5195
2011,86440,145,48.7,1.4,4295
2011,45000,115,50.4,1.2,4995
2011,53986,160,44.1,1.2,6490
2011,66000,265,41.5,3,10950
2011,43000,260,37.2,1.8,5995
2011,111200,200,47.1,2,4990
2011,68662,160,50.4,2,4990
2011,34000,200,47.1,3,14995
2011,70000,145,47.9,1.6,4995
2011,54973,165,44.1,1.4,7450
2011,67869,125,60.1,2,8470
2011,54000,200,46.3,3,12995
2011,70000,240,42.8,1.7,4995
2011,49971,125,50.4,1.2,5995
2011,61400,200,47.1,2,4295
2011,105000,235,42.8,3,9995
2011,69250,150,53.3,2.1,8995
2011,94000,30,61.4,1.6,4495
2011,136000,135,56.5,2,2995
2011,61422,305,33.2,2,14999
2011,75905,260,35.8,2,4895
2011,73780,200,40.9,1.6,5485
2011,58032,30,62.8,1.6,6199
2011,99000,125,50.4,1.2,2695
2011,62000,145,53.3,2,3995
2011,91000,125,60.1,2.1,7500
2011,73790,125,50.4,1.2,4150
2011,76873,30,65.7,2,5995
2011,70000,20,68.9,1.4,4490
2011,74568,125,57.6,2,6495
2011,69987,300,37.7,3,14970
2011,82000,145,55.4,1.6,5195
2011,138000,150,53.3,2.1,5495
2011,57695,240,38.2,2,10999
2011,66400,125,58.9,2,6495
2011,59986,300,33.2,2,13999
2011,33000,145,47.1,1.4,7990
2011,121000,200,45.6,2,4990
2011,113000,200,47.1,2,5995
2011,90000,235,43.5,3,9995
2011,84000,205,47.1,2,6950
2011,94400,160,52.3,2,3250
2011,84726,145,54.3,2,8470
2011,47000,125,50.4,1.2,4800
2011,44590,235,38.2,2,10999
2011,92600,265,40.4,2,10760
2011,61000,165,52.3,2,3450
2011,63700,165,49.6,2,7995
2011,92318,150,49.6,1.2,5770
2011,44000,160,49.6,2,10995
2011,45000,125,53.3,1.2,4317
2011,66164,205,42.2,1.6,3995
2011,86451,145,48.7,1.4,4295
2011,35000,140,47.1,1.6,5750
2011,29901,265,36.7,2,8950
2011,35088,145,48.7,1.4,5499
2011,66561,30,57.7,1.2,3698
2011,11850,0,70.6,1.8,9995
2011,104800,160,49.6,2,7500
2011,93820,325,30.1,3,11495
2011,38000,200,43.5,1.8,9995
2011,51838,160,46.3,1.4,4195
2011,42357,0,70.6,1.8,8995
2011,72000,165,50.4,2,11940
2011,67120,150,48.7,1.6,5150
2011,69561,160,49.6,2,7498
2011,70000,125,50.4,1.2,4250
2011,48682,30,55.4,1.2,3999
2011,74488,200,41.5,1.6,5899
2011,94000,300,38.2,3,16494
2011,81000,160,44.1,2,4750
2011,67000,145,47.9,1.6,4695
2011,51000,200,42.2,1.4,3499
2011,148000,30,62.8,1.2,1649
2011,89000,30,61.4,1.6,4495
2011,29761,145,53.3,2,7995
2011,77000,145,47.9,1.6,4495
2011,67930,125,53.3,1.2,3499
2011,47570,200,41.5,1.6,6795
2011,55000,125,53.3,1.2,4000
2011,84000,125,53.3,1.2,4295
2011,54000,145,53.3,2,5995
2011,105000,145,53.3,2,3990
2011,131000,165,50.4,2,4440
2011,29000,20,58.9,1,5995
2011,51206,235,37.2,2,8699
2011,83770,235,37.2,2,7199
2011,74408,145,53.3,3,12750
2011,38831,125,50.4,1.2,4491
2011,73000,125,51.4,1.3,4450
2011,62000,150,48.7,1.4,4495
2011,80000,20,67.3,1.6,3395
2011,79210,145,53.3,2,6395
2011,51000,125,53.3,1.2,3440
2011,74500,125,51.4,1.4,3749
2011,70000,30,64.2,2,6875
2011,100000,150,50.4,2,9495
2011,67085,200,41.5,1.6,5999
2011,48435,165,44.8,1.4,4495
2011,45000,0,70.6,1.6,6475
2011,73000,30,64.2,1.2,3990
2011,49583,125,53.3,1.2,4000
2011,39512,205,42.8,1.8,6245
2011,61000,235,44.1,1.7,4295
2011,33000,160,46.3,1.4,4690
2011,127000,235,42.8,2.2,2995
2011,137000,145,53.3,2,3495
2011,131000,555,31,3,7995
2011,89000,160,52.3,2.1,7490
2011,76000,165,50.4,2,9995
2011,89000,160,45.6,1.4,2200
2011,92785,200,40.9,1.6,5000
2011,142963,145,53.3,2,3399
2011,49000,165,46.3,1.4,3690
2011,75000,200,42.2,1.8,5695
2011,68600,200,47.1,2,7500
2011,62000,145,56.5,2.1,7995
2011,64269,30,55.4,1,3799
2011,67145,125,50.4,1.2,4489
2011,39000,160,43.5,1.8,9495
2011,48933,160,46.3,1.4,3899
2011,47304,325,30.4,2.5,9199
2011,66977,125,51.4,1.4,4150
2011,112000,30,62.8,2,4994
2011,55096,125,53.3,1.2,4499
2011,34000,240,39.8,1.5,6595
2011,77793,125,53.3,1.2,3499
2011,112000,0,70.6,1.8,7250
2011,55000,235,44.1,1.7,3995
2011,51245,140,54.3,1.7,4000
2011,86300,160,46.3,1.4,2450
2011,85000,30,61.4,1.7,3495
2011,53600,160,44.8,1.4,4195
2011,69000,555,32.5,3,10990
2011,50000,20,61.4,1,3495
2011,51609,165,46.3,1.4,4000
2011,36154,125,50.4,1.3,4985
2011,50425,30,57.7,1.2,3888
2011,83684,20,61.4,1,2991
2011,127544,150,47.9,1.6,3999
2011,14200,145,36.2,3,20999
2011,45000,325,34.4,2,22995
2011,60000,260,35.8,2,4975
2011,66000,20,68.9,1.4,4495
2011,85246,30,65.7,1.6,5899
2011,96000,325,34.4,2,20995
2011,53000,325,34.4,2,22995
2011,87125,20,61.4,1,3491
2011,86000,325,34.4,2,19995
2011,105625,300,33.2,2,7000
2011,74000,145,53.3,2,9975
2011,55704,205,42.2,1.4,7490
2011,90000,555,32.5,3,10750
2011,64304,30,57.7,1.2,3000
2011,99614,145,47.9,1.6,4999
2011,57149,125,50.4,1.2,4999
2011,25931,305,32.8,2,9985
2011,50157,30,54.3,1.3,5799
2011,70418,160,44.8,2,6500
2011,92737,20,68.9,1.4,3249
2011,43208,20,61.4,1,5995
2011,86000,200,42.2,1.6,3295
2011,47516,235,44.1,3,11230
2011,139989,300,33.6,2,7495
2011,67532,30,57.7,1.2,2890
2011,70544,30,54.3,1.3,4159
2011,85000,200,48.7,2,8395
2011,98900,20,67.3,1.6,6400
2011,77543,20,67.3,1.6,4899
2011,30000,20,58.9,1,5500
2011,18233,200,42.8,1.2,5999
2011,39785,20,61.4,1,3995
2011,62000,265,35.8,2,3995
2011,80000,30,62.8,2,6975
2011,69000,150,47.1,1.6,4995
2011,53373,205,47.7,2,10000
2011,39841,20,61.4,1,4295
2011,60700,125,50.4,1.3,3995
2011,45128,125,50.4,1.3,4495
2011,40000,200,43.5,1.8,10995
2011,29670,165,50.4,2,10991
2011,84239,235,40.4,1.8,3499
2011,93400,125,51.4,1.4,3000
2011,120000,125,57.6,2,5995
2011,76552,20,61.4,1,2395
2011,70582,200,45.6,2,7950
2011,38541,145,55.4,2.1,9295
2011,87000,30,64.2,2,5290
2011,108343,205,47.1,2,5990
2011,84951,145,53.3,2,3495
2011,76317,150,53.3,2,5495
2011,168017,200,42.1,2,6195
2011,51000,125,60.1,2,5975
2011,70000,205,47.1,2,7475
2011,78014,30,61.4,1.6,4490
2011,69117,165,50.4,2,14000
2011,55000,20,61.4,1,3990
2011,67507,165,50.4,2,6990
2011,82708,20,61.4,1,2695
2011,69000,20,67.3,1.6,4995
2011,75309,200,39.8,2,9099
2011,50500,125,57.6,1.2,3250
2011,62734,200,42.8,1.6,4795
2011,61437,30,57.7,1.2,3299
2011,105000,0,74.3,1.6,4295
2011,80701,160,52.3,2,4295
2011,86863,30,61.4,2,5782
2011,48000,145,47.1,1.6,6750
2011,75857,325,33.2,3,11999
2011,3000,570,21.4,6.2,149948
2011,86000,160,44.8,1.4,3890
2011,92000,145,54.3,2,6990
2011,71000,125,58.9,2,4995
2011,48000,150,47.9,1.4,5440
2011,51000,125,51.4,1.2,5340
2011,116000,20,70.6,1.6,4250
2011,90000,240,40.9,1.5,3990
2011,74000,150,54.3,2,3440
2011,43931,145,47.9,1.4,8650
2011,52000,145,55.4,1.7,4390
2011,115000,160,52.3,2.1,5740
2011,95000,145,53.3,2,6995
2011,77700,30,61.4,2,6995
2011,71000,30,54.3,1.3,3490
2011,94700,235,44.1,2.7,6495
2011,60700,125,53.3,1.4,7495
2011,60000,165,52.3,2,5195
2011,80268,145,56.5,2.1,7449
2011,58000,160,45.6,1.6,3399
2011,78000,305,39.8,3,9995
2011,72000,300,34.4,3,12950
2011,59000,235,44.1,3,9490
2011,52262,125,54.3,1.2,3795
2011,64250,305,33.2,2.5,10450
2011,28000,135,47.9,1.4,5495
2011,63000,145,55.4,2,4500
2011,90000,200,48.7,2,5995
2011,100000,145,53.3,2,6490
2011,74000,195,47.9,2,7995
2011,87577,145,47.9,1.6,4495
2011,85000,165,50.4,2,8440
2011,106303,30,62.8,1.7,2876
